EPIC,Campaign,Teff,log g,Prot,ΔProt,hpeak,Rvar,Kp,MG,N_EVEREST,N_TESS_SPOC,Period_TESS,Amplitude_TESS,Period_K2,Amplitude_K2,Sector,Ratio,T_nearest,T_spot
233423049,11,5951,4.25,6.63,0.4,0.6,0.82,12.73,5.24,2.0,0.0,0.0,0.0,7.441795893213055,0.0144702916940595,,0.0,6000,0.0
233478514,11,6008,4.37,4.56,0.31,0.52,1.42,11.37,3.8,2.0,0.0,0.0,0.0,4.5389189376078924,0.0188784980055278,,0.0,6000,0.0
233490853,11,5281,4.64,6.64,0.4,0.56,0.91,15.59,,2.0,0.0,0.0,0.0,6.243817626953313,0.0231786187125426,,0.0,5300,0.0
234103827,11,5717,4.44,9.75,0.58,0.33,0.14,11.91,3.83,2.0,0.0,0.0,0.0,10.0,0.003099007321477,,0.0,5700,0.0
234446956,11,5510,4.53,5.63,0.35,0.68,1.43,10.29,5.21,2.0,0.0,0.0,0.0,5.638678607930682,0.0144271756657744,,0.0,5500,0.0
234494301,11,5525,4.52,5.73,0.35,0.85,3.31,10.52,5.23,2.0,0.0,0.0,0.0,5.6386805733625245,0.0246770849525964,,0.0,5500,0.0
234499594,11,6014,4.54,6.16,0.37,0.47,1.12,13.46,,2.0,0.0,0.0,0.0,6.243823716297912,0.0097537239336094,,0.0,6000,0.0
234515791,11,5482,4.46,2.86,0.25,0.78,0.39,12.48,5.86,2.0,0.0,0.0,0.0,2.935707431277715,0.0060486765750493,,0.0,5500,0.0
234531105,11,3902,4.89,5.78,0.36,0.87,2.43,13.99,10.98,2.0,0.0,0.0,0.0,7.95025221715518,0.0602169660328457,,0.0,3900,0.0
234563958,11,4285,4.73,6.74,0.4,0.45,0.82,13.61,,2.0,0.0,0.0,0.0,7.441793870619638,0.006927221945931,,0.0,4300,0.0
234639377,11,5545,4.57,5.52,0.35,0.36,0.84,11.66,,2.0,0.0,0.0,0.0,5.378064077872412,0.0079105059991346,,0.0,5500,0.0
234722526,11,4735,4.64,2.15,0.23,0.7,2.74,13.52,,2.0,0.0,0.0,0.0,7.441796648111119,0.0356197109811358,,0.0,4700,0.0
234885632,11,3854,4.89,2.28,0.23,0.83,3.95,14.16,6.75,2.0,0.0,0.0,0.0,2.2979619475724693,0.0306921613206387,,0.0,3900,0.0
234909803,11,5712,4.47,3.75,0.28,0.84,4.87,10.8,5.0,2.0,0.0,0.0,0.0,3.798137853556692,0.0495402732475358,,0.0,5700,0.0
234924839,11,6027,4.45,4.8,0.32,0.86,3.17,11.35,,2.0,0.0,0.0,0.0,4.92298751534338,0.0209105543917531,,0.0,6000,0.0
234932885,11,5918,4.2,6.7,0.4,0.83,0.76,11.19,3.69,2.0,0.0,0.0,0.0,6.597860637801601,0.00505096333012,,0.0,5900,0.0
234939891,11,4174,4.82,1.55,0.21,0.52,1.55,14.07,,2.0,0.0,0.0,0.0,7.950254901512683,0.0998946317287091,,0.0,4200,0.0
235019555,11,4067,4.82,8.56,0.5,0.89,1.45,14.48,6.68,2.0,0.0,0.0,0.0,7.948821403041099,0.0205600726090503,,0.0,4100,0.0
235060309,11,5712,4.44,9.9,0.59,0.33,0.06,11.91,4.47,2.0,0.0,0.0,0.0,10.0,0.0029817807738331,,0.0,5700,0.0
235090110,11,3583,5.01,3.03,0.25,0.77,1.54,15.73,10.89,2.0,0.0,0.0,0.0,0.2565046190908956,0.0422803709920275,,0.0,3600,0.0
235108042,11,4887,4.6,2.61,0.24,0.99,7.97,11.26,4.29,2.0,0.0,0.0,0.0,2.60685785414125,0.0820041921156737,,0.0,4900,0.0
235108596,11,3686,4.97,8.39,0.49,0.93,7.15,13.53,,2.0,0.0,0.0,0.0,1.0613267610870327,0.0704484482960818,,0.0,3700,0.0
235109174,11,3832,4.96,3.78,0.28,0.34,0.87,15.1,,2.0,0.0,0.0,0.0,10.0,0.0392839945389139,,0.0,3800,0.0
235158978,11,3790,4.91,3.42,0.27,0.47,2.69,14.92,8.58,2.0,0.0,0.0,0.0,7.924173225030409,0.0921544635354423,,0.0,3800,0.0
235162453,11,5732,4.44,8.94,0.52,0.41,0.04,11.5,3.77,2.0,0.0,0.0,0.0,10.0,0.0010916963864003,,0.0,5700,0.0
235196896,11,3516,5.02,6.35,0.38,0.71,4.24,14.74,,2.0,0.0,0.0,0.0,6.994463599276359,0.0195984195323185,,0.0,3500,0.0
235197201,11,5867,4.34,8.9,0.52,0.73,2.2,14.35,5.01,2.0,0.0,0.0,0.0,7.43844621507551,0.0585367705689519,,0.0,5900,0.0
235282331,11,5838,4.34,6.24,0.38,0.9,4.18,11.24,5.48,2.0,0.0,0.0,0.0,6.243820712138927,0.0345832158761264,,0.0,5800,0.0
235296053,11,5340,4.53,7.71,0.45,0.79,1.89,12.03,5.92,2.0,0.0,0.0,0.0,7.441795220520296,0.0185941359501452,,0.0,5300,0.0
235321303,11,4256,4.75,1.56,0.21,0.69,6.79,14.02,9.2,2.0,0.0,0.0,0.0,1.580200049675491,0.0642763901047266,,0.0,4300,0.0
235322072,11,3962,4.88,8.48,0.5,0.4,0.07,14.1,8.09,2.0,0.0,0.0,0.0,7.441795596217285,0.0434590089998122,,0.0,4000,0.0
235328734,11,5938,4.36,1.69,0.22,0.44,4.87,10.38,4.11,2.0,0.0,0.0,0.0,1.695313239532285,0.0965276062756619,,0.0,5900,0.0
235367677,11,6204,4.3,3.03,0.25,0.79,1.7,9.28,2.73,2.0,0.0,0.0,0.0,3.0917128790520927,0.0157360480247497,,0.0,6200,0.0
235407779,11,5578,4.45,9.24,0.54,0.42,0.04,13.26,,2.0,0.0,0.0,0.0,10.0,0.0022910082676534,,0.0,5600,0.0
235753865,11,3852,4.88,9.9,0.59,0.32,0.25,11.07,,2.0,1.0,0.0,0.0,10.0,0.0071789115761045,,0.0,3900,0.0
235922938,11,5968,4.41,7.42,0.44,0.55,1.04,8.6,4.16,2.0,0.0,0.0,0.0,7.950254532182837,0.0136502786858261,,0.0,6000,0.0
235971448,11,3647,4.98,3.12,0.26,0.84,2.43,14.24,5.82,2.0,0.0,0.0,0.0,3.176105835816848,0.0292441239545308,,0.0,3600,0.0
236243908,11,5747,4.37,3.27,0.26,0.47,5.04,12.02,,2.0,0.0,0.0,0.0,3.3595047501566992,0.0394813623281361,,0.0,5700,0.0
236320571,11,5246,4.57,5.47,0.34,0.92,8.31,11.8,5.45,2.0,0.0,0.0,0.0,5.378067749650135,0.0510555416400226,,0.0,5200,0.0
236730998,11,3776,4.89,3.02,0.25,0.87,5.52,15.04,,2.0,0.0,0.0,0.0,2.944530005845565,0.03036542301913,,0.0,3800,0.0
236735330,11,6068,4.29,7.07,0.42,0.84,1.14,9.73,3.88,2.0,0.0,0.0,0.0,6.9944605375989415,0.0039527639133289,,0.0,6100,0.0
236760622,11,5935,4.35,1.62,0.21,0.93,6.2,9.92,4.16,2.0,0.0,0.0,0.0,1.60195454974745,0.0595310737505351,,0.0,5900,0.0
237858379,11,5340,4.54,7.92,0.46,0.56,1.89,11.44,,2.0,2.0,8.184129057527073,0.0231306910514832,10.0,0.0240363616730499,12.0,0.9623208106998092,5300,4400.0
237905764,11,4529,4.67,9.3,0.55,0.59,2.33,10.2,6.84,2.0,6.0,4.915701571766912,0.0078151822090148,9.2086089669913,0.0270021436215708,12.0,0.28942821423894666,4500,2600.0
238018865,11,3656,4.96,2.05,0.23,0.65,2.45,13.28,,2.0,4.0,2.044219498356292,0.0631376624107361,2.054518730973093,0.0351183033369125,12.0,1.7978562860801057,3700,4600.0
238269358,11,3938,4.86,9.36,0.55,0.53,1.12,13.46,,2.0,0.0,0.0,0.0,10.0,0.0173209590792862,,0.0,3900,0.0
240365653,11,5258,4.55,4.86,0.32,0.69,2.69,14.15,,2.0,1.0,5.827927524019935,0.0907432317733765,4.923001856081233,0.0261256697020709,39.0,3.4733361023156304,5300,4600.0
242048265,11,6209,4.34,3.34,0.26,0.39,0.96,10.63,4.27,2.0,6.0,3.3454448337275267,0.007774069905281,3.1761095535397623,0.0068836038263152,12.0,1.129360448601306,6200,4600.0
245931472,12,4264,4.74,7.88,0.46,0.36,1.63,15.13,,1.0,3.0,9.319152610203355,0.0739260583735222,7.819339462783944,0.0202704268062443,2.0,3.64699071608839,4300,4600.0
245947071,12,3528,5.03,9.84,0.59,0.38,7.4,15.72,10.4,1.0,2.0,0.0,0.0,9.293177480511174,0.0912753689783498,,0.0,3500,0.0
245960227,12,5106,4.58,9.66,0.57,0.62,1.38,12.43,5.78,1.0,7.0,10.0,0.0055697709321975,9.517414578708944,0.0324335443833565,2.0,0.17172871599736927,5100,1900.0
245975990,12,3472,5.05,8.89,0.52,0.33,3.11,15.65,9.64,1.0,0.0,0.0,0.0,8.313780047943016,0.0756977145982099,,0.0,3500,0.0
245982142,12,5135,4.61,3.55,0.27,0.42,2.53,13.94,4.19,1.0,5.0,3.729073750235072,0.0131879150867462,3.3585050825082208,0.0723428076050118,2.0,0.18229752926858428,5100,1900.0
245997665,12,3853,4.89,8.98,0.53,0.32,6.73,15.01,8.03,1.0,0.0,0.0,0.0,8.492789615564476,0.0670640526016558,,0.0,3900,0.0
245998299,12,5161,4.54,9.76,0.58,0.42,1.91,14.64,,1.0,0.0,0.0,0.0,9.079261680131417,0.0721175229565119,,0.0,5200,0.0
246011078,12,4966,4.58,3.88,0.28,0.32,4.22,12.85,,1.0,1.0,3.739001675018365,0.0579563558101653,3.77653205380074,0.0494920024075613,42.0,1.1710246704689975,5000,4600.0
246020465,12,6040,4.24,9.27,0.55,0.41,0.93,12.94,4.53,1.0,7.0,8.201148780172575,0.0131089687347412,8.14216634811974,0.0269980627404348,2.0,0.4855521990882699,6000,1000.0
246024866,12,5920,4.27,5.53,0.35,0.38,0.99,13.54,,1.0,7.0,5.542453444372969,0.0147229582071304,5.599308185325209,0.02893686020034,2.0,0.5087959821901274,5900,1100.0
246024876,12,4079,4.79,8.99,0.53,0.4,2.74,15.61,,1.0,0.0,0.0,0.0,8.492789846387796,0.0282025172441838,,0.0,4100,0.0
246025511,12,4185,4.8,4.66,0.31,0.42,4.12,14.78,5.64,1.0,3.0,4.319565245740886,0.063539695085273,4.562922943556123,0.0415502863567452,2.0,1.5292239995587438,4200,4600.0
246061884,12,5400,4.53,9.88,0.59,0.41,1.25,12.12,5.22,1.0,0.0,0.0,0.0,9.293176514409325,0.0138066305339866,,0.0,5400,0.0
246074192,12,5652,4.49,9.25,0.55,0.6,0.65,11.79,5.16,1.0,0.0,0.0,0.0,9.29317587174875,0.0112643704590867,,0.0,5700,0.0
246089755,12,5158,4.59,9.74,0.58,0.32,1.11,14.24,5.87,1.0,0.0,0.0,0.0,9.29317676398597,0.012894491885097,,0.0,5200,0.0
246098758,12,5800,4.34,9.69,0.58,0.55,0.99,13.55,3.73,1.0,0.0,0.0,0.0,9.516101926673269,0.0114859323516238,,0.0,5800,0.0
246104577,12,3950,4.84,8.39,0.49,0.41,6.09,11.37,6.79,1.0,1.0,4.155263127666165,0.0258085817098617,7.97748399171328,0.0616982405793584,42.0,0.4183033659876543,4000,3000.0
246124699,12,5091,4.6,9.8,0.58,0.32,1.41,14.73,,1.0,0.0,0.0,0.0,9.293176510303155,0.0291891546524065,,0.0,5100,0.0
246140159,12,5889,4.42,7.06,0.42,0.39,0.87,10.91,4.75,1.0,1.0,6.543897051230097,0.0068873107433319,6.748992525589952,0.0157497536141819,42.0,0.4372964118708629,5900,1100.0
246144730,12,5485,4.57,9.92,0.59,0.65,2.5,14.88,4.76,1.0,0.0,0.0,0.0,9.752740831911062,0.0602339039432365,,0.0,5500,0.0
246149299,12,5268,4.55,9.39,0.55,0.31,0.94,11.6,5.28,1.0,1.0,10.0,0.0092448592185974,9.079261213275396,0.0100126317898122,42.0,0.9233196039430908,5300,4000.0
246157918,12,5896,4.32,4.35,0.3,0.42,1.1,12.92,,1.0,0.0,0.0,0.0,4.266761144220109,0.0219117626765404,,0.0,5900,0.0
246159511,12,4723,4.61,8.36,0.49,0.4,2.14,14.87,5.21,1.0,0.0,0.0,0.0,7.977484188324084,0.0311385111683371,,0.0,4700,0.0
246172284,12,5646,4.54,8.23,0.48,0.38,1.53,9.67,5.37,1.0,1.0,3.872379861389018,0.0032485872507095,7.667340511464296,0.0157820640639032,42.0,0.20584045518733393,5600,1400.0
